match_id,map_name,stage,circle_x,circle_y,circle_radius,next_circle_x,next_circle_y,next_circle_radius,final_zone
94a25d8a068bc85bb67e6fc6a743716b,storm_point,1,6103,8456,4894,4116,6961,2407,west
d7c3e743764d60505bff62ebb04b8132,storm_point,1,8732,7138,4974,11184,6379,2407,east
3369558b3a787976e30dd4888e3a3aa5,worlds_edge,1,6697,10801,4825,4472,11845,2367,south
4db18e03f625d76b4f645fd5b56912b5,storm_point,1,7830,7299,4894,7923,9593,2407,center
2561450262135b3203d85de76139fde4,worlds_edge,1,7029,8232,4825,5150,6648,2367,center
ac65f7cb5aead99bab72be18d66c79cd,storm_point,1,6390,5761,4974,3823,5757,2407,west
fb3ccbf7fe93ef17fb0ba02062aafec9,storm_point,1,9771,8399,4894,12000,9504,2407,east
df07fd7109dcbdbfed2f68fd65025000,worlds_edge,1,7933,7435,4825,8392,5022,2367,north
6ab3554894dd07bc93b9375b9dd39dcd,worlds_edge,1,7586,8286,4825,5980,6425,2367,west
c305c23b0b7d15bbf948a7f77ca85eab,storm_point,1,6774,6499,4894,5948,4154,2407,north
e00b4c6d362aea785e5f4cb1d6316f50,worlds_edge,1,9190,6200,4825,11143,4708,2367,east
87da7e6da51095d62d1f48fb8dbee850,worlds_edge,1,10072,6646,4825,9540,4247,2367,north
bb3d22e629adf3177e94e2a35bf34539,storm_point,1,9654,5241,4974,11149,3154,2407,north
dd31a8d72f0bc60bc2770418ba877af1,storm_point,1,7599,8984,4894,9986,8602,2407,center
6c4a9e7f0653b51b214b1c0a5349aad6,storm_point,1,8520,6743,4894,7959,4320,2407,north
9b5d2376e69aa9ba18d0880617ddbff6,storm_point,1,6948,8719,4894,6973,11205,2407,south
e8fc63a5eac9d8470a4a8331bfb745fe,storm_point,1,8713,6008,4974,9395,3534,2407,north
e6eb0f300d65cfb69af4df7df1583847,storm_point,1,8275,6298,4894,9706,4264,2407,north
577a81f3c0317d78ef636ad87d58e58c,worlds_edge,1,8528,9530,4825,9591,11691,2367,south
d525d9947adad4623461e3f806ab50e0,storm_point,1,6742,5384,4894,4708,3955,2407,north
e1d5ca52d051a91aca054fe6b790cd16,storm_point,1,7848,5073,4974,8945,6447,2407,center
29d21924d080d9dd6f0950e0aa56c563,storm_point,1,6891,8326,4974,9240,7641,2407,center
bac7100376dbea9c086fe5ae0eaee58b,storm_point,1,10248,9272,4894,10859,11682,2407,south
fedd1876103e582b9dc00719bbdf34ad,worlds_edge,1,7538,7184,4825,9204,5380,2367,north
28308f46c9c37b0d11fba81203a5a1bf,worlds_edge,1,9525,9804,4825,10011,12213,2367,south
d16b68c5840c8a12de6a2b2f777523c8,worlds_edge,1,7151,10324,4825,4933,11384,2367,west
c90f9d040b136edf9b87cce9fde92cf3,storm_point,1,6640,7185,4894,4208,7702,2407,west
52f0a61ab38e905789ccd513327d7664,storm_point,1,6279,8500,4894,4053,7391,2407,west
2291ec2dc5f6c5cdc9e098ab33532bca,worlds_edge,1,5993,10128,4825,7976,10190,2367,center
3a05fd101d99f506cb84e44b30735fd8,storm_point,1,6492,6889,4894,7450,8830,2407,center
3f65ac5340b3528753190ae5b9fc6f25,worlds_edge,1,10189,8743,4825,9163,6741,2367,center
1e7ade041475f0050146a403f723720a,worlds_edge,1,7309,10401,4825,5152,11580,2367,south
d7360f7a3aba429af981609a3024af91,storm_point,1,9654,8756,4894,7542,9004,2407,center
cda47c4ebf70b82c7ccbd0730c3b6d6c,storm_point,1,6943,5070,4894,5332,3176,2407,north
1744f8b7ec395459851e7913febd7400,storm_point,1,9437,9196,4894,11107,11039,2407,east
46178becec7050f4634e4740e59d96e5,storm_point,1,7070,7312,4894,8645,6831,2407,center
09aefbf9616af8c48edd2434e3099b9f,storm_point,1,8384,7953,4974,10950,7979,2407,center
9e49b640b4284afac67989e9bc8fefd7,storm_point,1,10469,9930,4894,12929,10294,2407,east
0c6dbc0b868552ca28164f8d7675b4c0,worlds_edge,1,9335,8861,4825,8852,7254,2367,center
64b2bf3a8ee086295e390a8678eb85e6,worlds_edge,1,9578,6559,4825,9610,4102,2367,north
b6b23c6b51a3bb811c23e4e18848b321,storm_point,1,9097,9264,4974,10871,11118,2407,south
ab8a21512178f8d3919ef9553969e2e6,worlds_edge,1,8906,7907,4825,11307,7392,2367,east
f1338caea9b650b675bbf1324f37684e,worlds_edge,1,6991,7113,4825,5639,5060,2367,north
ace91128edd3d88ec758c3cd22416adf,storm_point,1,10152,6433,4974,12714,6334,2407,east
e30c7f9aea2398f88afa6ecd9c395b4b,storm_point,1,8943,9535,4894,8827,12020,2407,south
c28851dda207ab0c465ca8a1dde00211,storm_point,1,10813,8128,4894,11830,10395,2407,east
d13bb387351f71996f7a2170ff060bf9,storm_point,1,7910,5792,4894,6499,3744,2407,north
6b81f248f3b603b7c5d1329097a85660,storm_point,1,7926,9215,4894,7726,11694,2407,south
9652477468c59452e9708d87938e06ac,storm_point,1,7971,6809,4894,5946,8254,2407,center
6e42a907390c85f1fad11bd8c9b90438,storm_point,1,8270,7740,4974,9199,5348,2407,north
692d0bbdc5b405b7f5ede32a237ace6f,storm_point,1,8631,9901,4894,10075,8066,2407,center
473b5a21e24e92646591c504dbf5eb86,storm_point,1,7078,8868,4974,6202,11281,2407,south
e1ee0593c2e1a0d170af2e33e31e0e24,worlds_edge,1,8311,9704,4825,9378,11746,2367,south
81effa38759d8304050196a396e8fb9c,worlds_edge,1,9802,6943,4825,11135,4878,2367,north
bb470eb67a90e4d1c8bcb590f6e9e7ac,storm_point,1,9542,6267,4974,11735,4935,2407,north
10dfa8366eeaf617feca022fc6a6bd00,storm_point,1,6413,6448,4894,4030,7160,2407,west
d3b97d5078ea6bfcd33595b15ebcb972,storm_point,1,9548,5657,4894,9043,3222,2407,north
d42db9ea63fa1f31d68d6b00ac2c7478,worlds_edge,1,7098,7595,4825,4668,7224,2367,center
f66cc62bc927450db174e030e78559d7,worlds_edge,1,10396,9207,4825,9904,7206,2367,center
fe3e094819c830b82a3cfb92ac0be6a4,storm_point,1,9041,6461,4974,11606,6578,2407,east
7cfa3fd3e21e3a9d3cc8b193e55808a9,worlds_edge,1,9976,9321,4825,11650,7523,2367,east
a049df399fdf7a7722068ba5741fe342,storm_point,1,6100,7446,4894,4718,5379,2407,west
16011e7848f27a9cd9e130e8a260df50,storm_point,1,6997,8831,4894,6658,11294,2407,south
efcbaffac7c617611f6c42e2f7cfa7bf,worlds_edge,1,6803,8028,4825,8754,6566,2367,center
6c41822f3745437d5fec0641fcd7f619,worlds_edge,1,7473,6445,4825,9712,7211,2367,center
b96e7699954af1fd4cfb6a7de54d183f,storm_point,1,9403,9728,4894,9986,12145,2407,south
6f4bcb5cae5ab4e57b29888b213e42ba,storm_point,1,10882,7099,4894,12701,8795,2407,east
3a1d62b07f128a7125568f0ae79382ff,worlds_edge,1,8742,11083,4825,8030,13436,2367,south
077d542c8cf2c82320a2b7b66f271b4a,worlds_edge,1,10443,7859,4825,11980,5941,2367,east
b85c415d19dadfd47165adbdde5c5075,storm_point,1,10010,6211,4974,8122,6236,2407,north
8b25e74460a9c1237bf36bb1ca26672e,storm_point,1,8330,5654,4974,6207,4213,2407,north
ef90983974e97daf95b3af742954a302,worlds_edge,1,6430,7934,4825,6827,9694,2367,center
edd5e3e835a384e4649a11f0a798cc8b,storm_point,1,7533,8685,4974,9083,7507,2407,center
a16ac9c81178e2f859c5a6d976dd7c4f,worlds_edge,1,8398,12194,4825,10148,13920,2367,south
7dc413129d7247afb14409e722fee1bc,storm_point,1,9873,7028,4894,12179,7960,2407,east
cd1bb333e0ea16f0ad3df62cff102fcf,worlds_edge,1,10555,7885,4825,11293,5541,2367,east
78c49d6c643a9677e7e7fa0b345be9b4,worlds_edge,1,9670,6820,4825,11924,5839,2367,east
971d64f6ff3864bda73b953074cd7b04,storm_point,1,10359,7512,4894,11933,9437,2407,east
19540a07826e86a64ca97a8cd762d961,worlds_edge,1,7258,10313,4825,4955,9458,2367,west
872bdb6e642db1ea62fe13b812076ff6,storm_point,1,8964,9337,4894,11448,9442,2407,east
5ec0a56834ac25e3720dc5f26662978c,worlds_edge,1,9532,6175,4825,11730,5076,2367,east
2bd71525f99e015aca5e8eaaf10cb437,storm_point,1,6695,9390,4894,7899,8421,2407,center
bc302735c2d544d10488cc3046385085,storm_point,1,6945,8962,4894,5414,10921,2407,south
cfc056b0425b0765320b3466449b60e2,worlds_edge,1,10698,9585,4825,11543,11894,2367,east
d2c10a5b49f016186019d99967bfbdb0,storm_point,1,9422,9003,4894,10854,11036,2407,south
4f2d55507505a4782e11c9f5201d73c8,storm_point,1,5536,7009,4894,3557,8515,2407,west
49c0b426129c0dac78dd9d516f21e0b3,storm_point,1,8143,7912,4894,5656,7936,2407,center
f6f7ccc53ce0ea46f2baa652facf0a3a,storm_point,1,10412,8265,4894,11325,10578,2407,east
141f3db723604f075600b93eddd763cd,storm_point,1,6844,8385,4894,4358,8447,2407,west
e1ecdb96cd0dc48350d04e43ba772220,worlds_edge,1,7179,8151,4825,8805,6831,2367,center
0d5f6dd0ebebab53f48ea2c795b11351,storm_point,1,9589,5359,4894,9974,2902,2407,north
d63fda919aa7fa2b9ecd39f51ada899e,storm_point,1,6127,5699,4894,5218,3385,2407,north
abfd4cf482c42b743e3844e7c5e56d5a,storm_point,1,7097,8886,4974,6031,11221,2407,south
4eeba604a8925c933f5e4695be54f95a,storm_point,1,8317,6727,4974,9762,4605,2407,north
29298d894401f692d19c30008f4fb4f9,storm_point,1,6396,5866,4894,5164,3705,2407,north
3b496c3faf537235f571e1d1706d89dd,storm_point,1,7144,7094,4974,7210,9659,2407,center
f7aa6b3b2f1cbcc24f4a7c20dd57f8ba,storm_point,1,8444,6632,4894,6183,7402,2407,center
b36468f5e38a6e201b28d1f2930a305d,storm_point,1,5723,7542,4894,3497,8650,2407,west
299fc3d17f8d77b659b7d3be83bd1748,storm_point,1,9954,5128,4894,9105,2792,2407,north
954e6e638e73364d189ef1edc9e573d2,storm_point,1,7280,6147,4894,5622,4294,2407,north
fdd66eb7e62843c38dbf89d734ca3a07,storm_point,1,8421,8097,4894,9701,10229,2407,south
3d29714891017bf9d0d000e47214be66,storm_point,1,8822,8660,4894,9236,11112,2407,south
672b123061f97eb19c52e7dbac390c3a,storm_point,1,6616,6115,4894,6758,3633,2407,north
acdf42b02df1ec4445f970b803a09f9d,worlds_edge,1,9138,9487,4825,8913,11776,2367,south
2f6053409badbc283a0705446b3545ca,storm_point,1,10609,7828,4894,11794,10013,2407,east
4108b620d96e40feb8b900c97c57b5ee,storm_point,1,6447,6295,4894,6792,8653,2407,west
6902c8e0125eb95789e0a6975edfc086,storm_point,1,7154,6713,4974,8929,7525,2407,center
357e8b2cb4e7beeb885a2acc6aa16efd,storm_point,1,9133,5827,4894,11470,4978,2407,east
91ede804dd6c15d0bc72545d59b67e93,storm_point,1,9600,5004,4894,10019,2553,2407,north
f3157570329f5b1a333f824ef3e9a10a,storm_point,1,7877,8760,4894,6725,10964,2407,south
70d72307ab9b795cb2a756ce99450dfe,storm_point,1,9505,7785,4894,9044,10228,2407,south
9c13b65c79d56914f05e4d5c602eef74,storm_point,1,8158,5453,4894,9329,3260,2407,north
5557a337f1169c9352986c2c6a2cf69c,storm_point,1,7645,6451,4894,5412,5356,2407,west
4cbb11daa61bbc02d143a9ac78dc4205,storm_point,1,10147,7247,4894,12570,6687,2407,east
48d7e96a36e89faffb3719c609bae48a,storm_point,1,6423,7965,4894,4288,9239,2407,west
7ad334e4267900957eb03df3a230085a,worlds_edge,1,6309,8823,4825,4345,7345,2367,west
9cc872a360a6b17d0095066e48032627,storm_point,1,8969,7102,4974,11536,7106,2407,east
7505e9ba83aefc348ef8e10afcc62286,storm_point,1,6303,8369,4894,4313,6877,2407,west
2871cdef2325d9b54a6777233ca03d1e,storm_point,1,7291,8203,4894,6339,10500,2407,west
21c08e56124295ccf0f9bdb9cfd43b49,storm_point,1,7948,8407,4894,6057,10022,2407,south
ea71ac2d14470ed078a43fc1cea5a4e5,storm_point,1,9855,8751,4974,12081,10025,2407,east
81fb2c3e030af1a9281e112dec4edd2d,storm_point,1,6560,7347,4974,4763,9179,2407,west
38372809b3c1ea0a54d3110b88a4e309,storm_point,1,7658,6671,4974,5885,8526,2407,center
caedfda31fa291e6fd648f1b41dca846,storm_point,1,9303,9775,4894,11468,10998,2407,south
ca3207bbffcd1a8a024234e5eab2de27,storm_point,1,7112,5849,4894,7153,7954,2407,center
6b4b0b61a6c8c3e69bce747b913a7b9b,storm_point,1,8913,8517,4894,6934,7486,2407,center
5f56a13c840ca6f198991ba15aa82bd7,storm_point,1,7393,8230,4894,6386,10503,2407,west
0a0456281734896a9135e8db1962a37e,storm_point,1,8111,9189,4894,6928,11376,2407,south
6d3a34de5b51a6f149d869e7b5e1e90b,worlds_edge,1,6419,9480,4825,3963,9549,2367,west
6c402f108f2d13d5158e000fe52b4480,storm_point,1,9387,8519,4894,11776,7829,2407,east
abd57bb0e4b988ae6a4b205d12ee181c,storm_point,1,9219,6553,4894,11627,7177,2407,east
93e838a9e822a423a5e734f609b49eac,storm_point,1,10385,5910,4894,12796,5302,2407,east
55744ecf08b14f7f3947a3b8bb428edb,storm_point,1,8103,5520,4894,9441,7256,2407,center
5ee4a3b7c43161a32ef61c970d1ffdad,worlds_edge,1,7591,6124,4825,5718,4534,2367,north
b7039496b047d4a2284965e7c33216db,storm_point,1,10155,9463,4894,9946,11940,2407,south
ecfbaf13db45804e79a74e1643f68407,storm_point,1,9403,9728,4894,9986,12145,2407,south
6f7b90c0b2a5507156d2643ba3633d2c,storm_point,1,5857,9062,4894,8047,8776,2407,center
3b7b6efc2281538cfcc8cddde1aa63fc,storm_point,1,7203,7625,4974,5319,5882,2407,west
5542abdbcdab0061d779748f851a2416,storm_point,1,9306,8983,4974,10264,11363,2407,south
32ddee4e0448763d5ef726f5e4551025,storm_point,1,6747,8287,4894,6714,10772,2407,west
0c802426d1a9db9ffe44874af5144fd5,storm_point,1,9161,6998,4894,8705,7824,2407,center
